ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 4%,Total,Date,Time,Payment,cogs,gross margin %,gross income,Rating
2671,Branch 3,Hyderabad,Non-Subscriber,Men,Men Footwear,25.9,9,9.32,254.04,16-06-21,19:30,Prepaid,233.07,5,11.65,4.3
2672,Branch 1,Chennai,Subscriber,Women,Sunglasses,30.48,1,1.22,33.22,17-06-21,16:34,COD,30.48,5,1.52,5.4
2673,Branch 2,Ahmedabad,Non-Subscriber,Men,Men Footwear,30.55,2,2.44,66.6,18-06-21,13:10,COD,61.1,5,3.05,3.9
2674,Branch 4,Kolkata,Subscriber,Men,Watches,24.72,7,6.92,188.63,19-06-21,17:10,COD,173.05,5,8.65,9.2
2675,Branch 1,Delhi,Subscriber,Women,Bags,32.31,9,11.63,316.98,20-06-21,10:22,Prepaid,290.81,5,14.54,4.7
2676,Branch 2,Delhi,Subscriber,Men,Men Footwear,58.76,1,2.35,64.05,21-06-21,19:57,COD,58.76,5,2.94,4.5
2677,Branch 3,Delhi,Non-Subscriber,Men,Men Footwear,32.1,6,7.7,209.96,22-06-21,19:29,COD,192.62,5,9.63,7.2
2678,Branch 1,Ghaziabad,Subscriber,Women,Women Apparel,32.99,3,3.96,107.89,23-06-21,18:30,COD,98.98,5,4.95,5.9
2679,Branch 2,Delhi,Subscriber,Women,Women Footwear,32.1,9,11.56,314.93,24-06-21,14:27,COD,288.93,5,14.45,8
2680,Branch 3,Salem,Subscriber,Unisex,Sunglasses,30.68,5,6.14,167.23,25-06-21,13:57,COD,153.42,5,7.67,9.3
2681,Branch 1,Chennai,Non-Subscriber,Unisex,Sports Equipment,27.5,1,1.1,29.98,26-06-21,19:43,COD,27.5,5,1.38,6.4
2682,Branch 2,Hyderabad,Subscriber,Women,Women Apparel,34.7,1,1.39,37.82,27-06-21,10:11,COD,34.7,5,1.73,6.9
2683,Branch 3,Bangalore,Non-Subscriber,Women,Women Apparel,32.99,5,6.6,179.82,28-06-21,13:46,Prepaid,164.97,5,8.25,7
2684,Branch 1,Ahmedabad,Subscriber,Women,Women Footwear,30.13,1,1.21,32.84,29-06-21,12:22,COD,30.13,5,1.51,6.5
2685,Branch 4,Kolkata,Subscriber,Men,Watches,36.86,5,7.37,200.89,30-06-21,19:20,Prepaid,184.3,5,9.22,4.8
2686,Branch 3,Delhi,Subscriber,Men,Men Footwear,24.92,1,1,27.17,01-07-21,12:58,COD,24.92,5,1.25,6.3
2687,Branch 4,Lucknow,Subscriber,Men,Watches,35.03,1,1.4,38.19,02-07-21,11:59,COD,35.03,5,1.75,7.9
2688,Branch 2,Panipat,Subscriber,Women,Bags,27.21,9,9.79,266.89,03-07-21,17:59,COD,244.86,5,12.24,4.2
2689,Branch 4,Gurgaon,Subscriber,Men,Watches,34.33,1,1.37,37.42,04-07-21,12:51,COD,34.33,5,1.72,6
2690,Branch 1,Delhi,Subscriber,Men,Men Footwear,21.87,2,1.75,47.67,05-07-21,10:36,Prepaid,43.73,5,2.19,7.4
2691,Branch 2,Coimbatore,Non-Subscriber,Men,Men Footwear,29.11,8,9.32,253.88,06-07-21,13:38,Prepaid,232.92,5,11.65,6.6
2692,Branch 3,Bangalore,Subscriber,Men,Men Footwear,24.52,6,5.89,160.37,07-07-21,19:39,Prepaid,147.13,5,7.36,5.1
2693,Branch 1,Bangalore,Subscriber,Women,Bags,41.88,9,15.08,410.85,08-07-21,12:44,COD,376.93,5,18.85,8.7
2694,Branch 2,Bangalore,Subscriber,Unisex,Sports Equipment,38.94,6,9.35,254.67,09-07-21,13:56,COD,233.65,5,11.68,9.4
2695,Branch 3,Ahmedabad,Non-Subscriber,Men,Men Footwear,23.36,8,7.48,203.73,10-07-21,14:42,Prepaid,186.91,5,9.35,7.5
2696,Branch 1,Bhubaneswar,Subscriber,Men,Men Footwear,32.1,4,5.14,139.97,11-07-21,19:45,COD,128.41,5,6.42,6.5
2697,Branch 2,Delhi,Subscriber,Women,Watches,26.1,3,3.13,85.35,12-07-21,20:26,COD,78.3,5,3.92,6.8
2698,Branch 4,Amritsar,Subscriber,Men,Watches,32.75,3,3.93,107.1,13-07-21,19:46,COD,98.25,5,4.91,4.2
2699,Branch 1,Chandigarh,Subscriber,Women,Sunglasses,31.7,8,10.14,276.43,14-07-21,19:38,COD,253.61,5,12.68,7.7
2700,Branch 4,Delhi,Subscriber,Men,Sunglasses,38.94,9,14.02,382.01,15-07-21,16:18,COD,350.47,5,17.52,7.9
2701,Branch 3,Noida,Non-Subscriber,Men,Men Footwear,27.21,7,7.62,207.58,16-07-21,12:23,Prepaid,190.44,5,9.52,9.5
2702,Branch 1,Cochin,Subscriber,Women,Watches,25.9,2,2.07,56.45,17-07-21,19:11,Prepaid,51.79,5,2.59,4.2
2703,Branch 2,Chennai,Subscriber,Unisex,Sunglasses,35.34,9,12.72,346.71,18-07-21,18:57,Prepaid,318.09,5,15.9,4.9
2704,Branch 3,Bangalore,Subscriber,Unisex,Sunglasses,22.95,8,7.34,200.08,19-07-21,11:18,COD,183.56,5,9.18,9.1
2705,Branch 1,Chennai,Non-Subscriber,Men,Men Footwear,31.7,8,10.14,276.42,20-07-21,12:40,Prepaid,253.6,5,12.68,6.2
2706,Branch 2,Ahmedabad,Subscriber,Women,Bags,32.11,6,7.71,210.02,21-07-21,14:06,COD,192.68,5,9.63,8.8
2707,Branch 3,Bhubaneswar,Subscriber,Women,Bags,38.97,3,4.68,127.43,22-07-21,20:48,COD,116.91,5,5.85,7.5
2708,Branch 1,Delhi,Subscriber,Unisex,Sunglasses,21.62,1,0.86,23.57,23-07-21,20:13,COD,21.62,5,1.08,4.7
2709,Branch 4,Delhi,Subscriber,Men,Watches,55.13,7,15.44,420.64,24-07-21,20:37,COD,385.91,5,19.3,9
2710,Branch 3,Delhi,Subscriber,Men,Men Footwear,34.33,2,2.75,74.85,25-07-21,17:59,Prepaid,68.67,5,3.43,6
2711,Branch 1,Chandigarh,Subscriber,Women,Bags,31.7,5,6.34,172.77,26-07-21,20:18,COD,158.5,5,7.93,9
2712,Branch 2,Delhi,Subscriber,Women,Bags,31.7,3,3.8,103.66,27-07-21,15:52,COD,95.1,5,4.76,8.2
2713,Branch 3,Cochin,Non-Subscriber,Men,Men Footwear,34.7,8,11.1,302.56,28-07-21,15:14,COD,277.57,5,13.88,7.1
2714,Branch 1,Hyderabad,Subscriber,Men,Men Footwear,35.03,8,11.21,305.49,29-07-21,12:50,COD,280.26,5,14.01,5.9
2715,Branch 4,Bangalore,Subscriber,Men,Watches,27.5,7,7.7,209.83,30-07-21,10:36,COD,192.5,5,9.63,8.4
2716,Branch 3,Bangalore,Subscriber,Unisex,Sunglasses,33.09,4,5.29,144.27,31-07-21,18:33,Prepaid,132.36,5,6.62,6.5
2717,Branch 1,Ahmedabad,Non-Subscriber,Men,Men Apparel,30.17,6,7.24,197.31,01-08-21,16:06,COD,181.02,5,9.05,4.4
2718,Branch 2,Guwahati,Subscriber,Men,Men Apparel,36.28,2,2.9,79.1,02-08-21,12:47,Prepaid,72.57,5,3.63,8
2719,Branch 3,Jamshedpur,Non-Subscriber,Men,Men Footwear,30.55,2,2.44,66.6,03-08-21,13:34,COD,61.1,5,3.05,7.1
2720,Branch 1,Delhi,Subscriber,Women,Jewellery,63.86,5,12.77,348.06,04-08-21,15:04,Prepaid,319.32,5,15.97,6
2721,Branch 2,Delhi,Non-Subscriber,Unisex,Sports Equipment,38.94,6,9.35,254.67,05-08-21,20:42,COD,233.65,5,11.68,7
2722,Branch 3,Delhi,Subscriber,Unisex,Sunglasses,33.09,8,10.59,288.55,06-08-21,15:28,COD,264.72,5,13.24,5
2723,Branch 1,Noida,Subscriber,Unisex,Furniture,38.22,2,3.06,83.33,07-08-21,13:45,Prepaid,76.45,5,3.82,7.8
2724,Branch 2,Chennai,Subscriber,Men,Men Footwear,21.87,6,5.25,143.01,08-08-21,20:10,COD,131.2,5,6.56,7.3
2725,Branch 4,Chennai,Subscriber,Men,Watches,28.03,3,3.36,91.67,09-08-21,18:53,COD,84.1,5,4.21,7.3
2726,Branch 1,Erode,Subscriber,Men,Men Footwear,58.76,7,16.45,448.33,10-08-21,14:24,COD,411.31,5,20.57,6.5
2727,Branch 4,Chennai,Subscriber,Men,Watches,26.67,2,2.13,58.15,11-08-21,11:42,COD,53.34,5,2.67,5.8
2728,Branch 4,Nasik,Subscriber,Men,Watches,25.94,9,9.34,254.48,12-08-21,17:49,COD,233.47,5,11.67,8.8
2729,Branch 1,Guwahati,Non-Subscriber,Men,Men Footwear,37.11,3,4.45,121.35,13-08-21,15:33,COD,111.33,5,5.57,6.7
2730,Branch 2,Delhi,Subscriber,Men,Men Footwear,23.36,6,5.61,152.8,14-08-21,10:54,Prepaid,140.18,5,7.01,9.2
2731,Branch 3,Delhi,Non-Subscriber,Men,Men Footwear,24.92,3,2.99,81.5,15-08-21,16:23,COD,74.77,5,3.74,4.3
2732,Branch 1,Dehradun,Subscriber,Unisex,Sunglasses,33.09,2,2.65,72.14,16-08-21,19:33,Prepaid,66.18,5,3.31,4.7
2733,Branch 4,Delhi,Subscriber,Men,Watches,30.06,1,1.2,32.77,17-08-21,11:39,COD,30.06,5,1.5,9.4
2734,Branch 3,Delhi,Subscriber,Unisex,Watches,29.78,6,7.15,194.79,18-08-21,10:38,COD,178.7,5,8.94,8.8
2735,Branch 1,Hubli,Non-Subscriber,Women,Women Apparel,49.35,1,1.97,53.79,19-08-21,20:03,COD,49.35,5,2.47,6.3
2736,Branch 4,Bangalore,Subscriber,Men,Watches,55.13,9,19.85,540.82,20-08-21,12:39,Prepaid,496.16,5,24.81,5.9
2737,Branch 3,Bangalore,Subscriber,Women,Watches,26.1,6,6.26,170.7,21-08-21,15:59,COD,156.61,5,7.83,8
2738,Branch 1,Trivandrum,Subscriber,Men,Men Footwear,33.21,9,11.96,325.8,22-08-21,14:26,COD,298.9,5,14.95,8.9
2739,Branch 4,Nagpur,Subscriber,Men,Sunglasses,32.96,7,9.23,251.5,23-08-21,18:22,COD,230.74,5,11.54,5.9
2740,Branch 3,Kolkata,Subscriber,Men,Men Footwear,33.09,8,10.59,288.55,24-08-21,11:32,COD,264.72,5,13.24,9.7
2741,Branch 1,Delhi,Non-Subscriber,Men,Men Footwear,33.66,6,8.08,220.14,25-08-21,12:41,Prepaid,201.96,5,10.1,8.4
2742,Branch 2,Delhi,Subscriber,Unisex,Sunglasses,21.62,1,0.86,23.57,26-08-21,15:20,COD,21.62,5,1.08,8.7
2743,Branch 4,Delhi,Subscriber,Men,Watches,26.67,1,1.07,29.07,27-08-21,14:33,COD,26.67,5,1.33,8.7
2744,Branch 1,Delhi,Subscriber,Men,Men Footwear,26.67,1,1.07,29.07,28-08-21,15:29,COD,26.67,5,1.33,9.4
2745,Branch 2,Delhi,Non-Subscriber,Women,Home,29.84,7,8.35,227.67,29-08-21,16:19,COD,208.87,5,10.44,5.5
2746,Branch 3,Hyderabad,Subscriber,Women,Sunglasses,38.29,1,1.53,41.74,30-08-21,16:33,COD,38.29,5,1.91,8.5
2747,Branch 1,Bangalore,Non-Subscriber,Men,Men Footwear,32.31,9,11.63,316.98,31-08-21,19:07,COD,290.81,5,14.54,5.1
2748,Branch 2,Bangalore,Subscriber,Men,Men Footwear,23.36,4,3.74,101.87,01-09-21,14:43,Prepaid,93.46,5,4.67,5.7
2749,Branch 4,Bangalore,Subscriber,Men,Watches,24.72,8,7.91,215.57,02-09-21,19:28,COD,197.78,5,9.89,7.9
2750,Branch 1,Thane,Subscriber,Women,Bags,22.96,6,5.51,150.13,03-09-21,20:44,COD,137.73,5,6.89,8.9
2751,Branch 2,Kolkata,Non-Subscriber,Men,Sports Equipment,29.19,3,3.5,95.46,04-09-21,11:16,COD,87.58,5,4.38,4
2752,Branch 3,Delhi,Subscriber,Women,Bags,32.11,4,5.14,140.01,05-09-21,10:31,COD,128.45,5,6.42,8.5
2753,Branch 1,Kanpur,Subscriber,Women,Women Footwear,30.13,9,10.85,295.55,06-09-21,12:30,COD,271.15,5,13.56,6.9
2754,Branch 4,Ghaziabad,Subscriber,Men,Watches,33.83,4,5.41,147.51,07-09-21,15:05,Prepaid,135.33,5,6.77,8.3
2755,Branch 3,Delhi,Non-Subscriber,Men,Men Footwear,33.21,2,2.66,72.4,08-09-21,18:30,COD,66.42,5,3.32,7.3
2756,Branch 1,Delhi,Subscriber,Men,Men Footwear,29.19,7,8.17,222.74,09-09-21,13:18,COD,204.35,5,10.22,6.1
2757,Branch 2,Bangalore,Non-Subscriber,Women,Women Apparel,41.88,7,11.73,319.55,10-09-21,15:28,Prepaid,293.17,5,14.66,4.8
2758,Branch 3,Hyderabad,Subscriber,Men,Men Footwear,24.92,5,4.98,135.83,11-09-21,11:52,COD,124.62,5,6.23,4.4
2759,Branch 1,Bangalore,Non-Subscriber,Men,Sports Equipment,24.12,9,8.68,236.62,12-09-21,18:24,COD,217.08,5,10.85,5.5
2760,Branch 2,Chennai,Subscriber,Women,Women Apparel,51.68,3,6.2,168.99,13-09-21,15:19,COD,155.03,5,7.75,7.9
2761,Branch 4,Mumbai,Subscriber,Men,Watches,36.8,9,13.25,360.96,14-09-21,10:38,COD,331.16,5,16.56,5.5
2762,Branch 1,Kolkata,Subscriber,Men,Men Footwear,32.1,9,11.56,314.93,15-09-21,15:12,COD,288.93,5,14.45,4.1
2763,Branch 2,Delhi,Non-Subscriber,Men,Men Apparel,30.17,7,8.45,230.19,16-09-21,17:48,COD,211.19,5,10.56,9.8
2764,Branch 3,Delhi,Subscriber,Men,Men Footwear,23.36,4,3.74,101.87,17-09-21,11:07,Prepaid,93.46,5,4.67,7.5
2765,Branch 4,Hoshiarpur,Subscriber,Men,Watches,24.72,3,2.97,80.84,18-09-21,15:48,COD,74.17,5,3.71,6.5
2766,Branch 2,Delhi,Subscriber,Men,Men Footwear,24.72,7,6.92,188.63,19-09-21,19:40,COD,173.05,5,8.65,4.6
2767,Branch 3,Delhi,Non-Subscriber,Men,Men Footwear,29.11,2,2.33,63.47,20-09-21,20:30,Prepaid,58.23,5,2.91,9.7
2768,Branch 1,Coimbatore,Subscriber,Unisex,Sports Equipment,27.5,5,5.5,149.88,21-09-21,13:59,COD,137.5,5,6.88,6.2
2769,Branch 2,Hyderabad,Non-Subscriber,Men,Men Footwear,21.62,3,2.59,70.71,22-09-21,18:51,COD,64.87,5,3.24,7.8
2770,Branch 3,Bangalore,Subscriber,Unisex,Watches,25.94,5,5.19,141.38,23-09-21,17:24,COD,129.71,5,6.49,7.6
2771,Branch 1,Chennai,Non-Subscriber,Men,Men Footwear,48.33,3,5.8,158.04,24-09-21,11:58,COD,144.99,5,7.25,4.4
2772,Branch 2,Jodhpur,Subscriber,Men,Men Footwear,38.29,6,9.19,250.42,25-09-21,19:01,COD,229.74,5,11.49,7.9
2773,Branch 4,Kolkata,Subscriber,Men,Watches,27.21,6,6.53,177.93,26-09-21,16:50,Prepaid,163.24,5,8.16,5.6
2774,Branch 4,Gurgaon,Subscriber,Men,Watches,25.94,1,1.04,28.28,27-09-21,10:22,COD,25.94,5,1.3,6.2
2775,Branch 2,Gurgaon,Non-Subscriber,Men,Men Footwear,33.66,1,1.35,36.69,28-09-21,16:46,Prepaid,33.66,5,1.68,5.9
2776,Branch 3,Faridabad,Subscriber,Women,Women Apparel,51.68,4,8.27,225.32,29-09-21,18:08,COD,206.71,5,10.34,7.9
2777,Branch 4,Delhi,Subscriber,Men,Watches,51.68,6,12.4,337.98,30-09-21,18:02,COD,310.07,5,15.5,4.1
2778,Branch 2,Lucknow,Subscriber,Women,Watches,25.9,1,1.04,28.23,01-10-21,13:07,Prepaid,25.9,5,1.29,9.5
2779,Branch 3,Bangalore,Non-Subscriber,Men,Men Footwear,24.52,4,3.92,106.91,02-10-21,17:52,Prepaid,98.09,5,4.9,6
2780,Branch 1,Vishakapatnam,Subscriber,Men,Men Apparel,30.55,8,9.78,266.38,03-10-21,20:32,Prepaid,244.39,5,12.22,5.5
2781,Branch 2,Chennai,Non-Subscriber,Women,Women Apparel,32.96,7,9.23,251.5,04-10-21,19:24,Prepaid,230.74,5,11.54,8.2
2782,Branch 3,Chennai,Subscriber,Women,Bags,38.97,3,4.68,127.43,05-10-21,16:06,COD,116.91,5,5.85,7.7
2783,Branch 1,Jaipur,Non-Subscriber,Men,Men Footwear,32.11,1,1.28,35,06-10-21,14:14,COD,32.11,5,1.61,4
2784,Branch 2,Howrah,Subscriber,Men,Men Footwear,31.7,7,8.88,241.88,07-10-21,17:36,COD,221.91,5,11.1,8.7
2785,Branch 3,Delhi,Subscriber,Women,Bags,22.96,4,3.67,100.09,08-10-21,13:08,COD,91.82,5,4.59,4
2786,Branch 1,Kanpur,Subscriber,Women,Bags,32.11,6,7.71,210.02,09-10-21,16:09,COD,192.68,5,9.63,8.9
2787,Branch 2,Chandigarh,Non-Subscriber,Men,Men Footwear,32.1,7,8.99,244.95,10-10-21,11:33,COD,224.72,5,11.24,5.4
2788,Branch 4,Gurgaon,Subscriber,Men,Watches,48.33,4,7.73,210.73,11-10-21,10:18,COD,193.33,5,9.67,9.2
2789,Branch 1,Noida,Non-Subscriber,Men,Men Footwear,34.7,2,2.78,75.64,12-10-21,10:55,COD,69.39,5,3.47,5.5
2790,Branch 2,Bangalore,Subscriber,Unisex,Sunglasses,37.12,6,8.91,242.75,13-10-21,15:15,Prepaid,222.7,5,11.14,9.6
2791,Branch 3,Hyderabad,Non-Subscriber,Men,Men Footwear,23.36,1,0.93,25.47,14-10-21,20:06,COD,23.36,5,1.17,3.9
2792,Branch 4,Bangalore,Subscriber,Men,Watches,38.45,3,4.61,125.72,15-10-21,20:21,Prepaid,115.34,5,5.77,9.1
2793,Branch 2,Chennai,Non-Subscriber,Men,Men Footwear,33.57,9,12.08,329.29,16-10-21,13:48,COD,302.1,5,15.11,4.8
2794,Branch 3,Jodhpur,Subscriber,Women,Women Footwear,33.83,6,8.12,221.27,17-10-21,12:52,COD,203,5,10.15,9.2
2795,Branch 1,Kolkata,Subscriber,Unisex,Bags,18.99,1,0.76,20.7,18-10-21,12:28,COD,18.99,5,0.95,6.5
2796,Branch 2,Delhi,Subscriber,Unisex,Sunglasses,38.45,1,1.54,41.91,19-10-21,16:26,COD,38.45,5,1.92,4.2
2797,Branch 3,Delhi,Non-Subscriber,Women,Women Apparel,30.17,1,1.21,32.88,20-10-21,13:24,Prepaid,30.17,5,1.51,5.4
2798,Branch 1,Noida,Subscriber,Men,Men Footwear,33.57,9,12.08,329.29,21-10-21,15:15,COD,302.1,5,15.11,8
2799,Branch 2,Delhi,Non-Subscriber,Women,Jewellery,38.97,1,1.56,42.48,22-10-21,10:50,Prepaid,38.97,5,1.95,9.7
2800,Branch 3,Noida,Subscriber,Women,Women Apparel,29.39,4,4.7,128.13,23-10-21,18:38,COD,117.55,5,5.88,9.3
2801,Branch 1,Hyderabad,Subscriber,Unisex,Sunglasses,35.34,5,7.07,192.62,24-10-21,16:45,Prepaid,176.72,5,8.84,7.8
2802,Branch 2,Chennai,Subscriber,Men,Men Footwear,32.11,7,8.99,245.02,25-10-21,19:30,COD,224.79,5,11.24,5
2803,Branch 3,Chennai,Non-Subscriber,Men,Men Footwear,36.8,6,8.83,240.64,26-10-21,13:23,COD,220.77,5,11.04,6.8
2804,Branch 1,Chennai,Subscriber,Men,Men Apparel,36.28,8,11.61,316.4,27-10-21,11:27,Prepaid,290.27,5,14.51,7.9
2805,Branch 2,Jaipur,Non-Subscriber,Men,Men Footwear,30.95,8,9.9,269.84,28-10-21,11:12,COD,247.56,5,12.38,7.9
2806,Branch 3,Kolkata,Subscriber,Men,Men Footwear,41.18,3,4.94,134.65,29-10-21,16:36,COD,123.53,5,6.18,4.1
2807,Branch 4,Lucknow,Subscriber,Men,Watches,36.8,1,1.47,40.11,30-10-21,18:41,COD,36.8,5,1.84,8.4
2808,Branch 2,Delhi,Subscriber,Unisex,Watches,25.94,3,3.11,84.83,31-10-21,17:12,COD,77.82,5,3.89,8.9
2809,Branch 3,Delhi,Non-Subscriber,Men,Men Footwear,37.11,1,1.48,40.45,01-11-21,10:38,COD,37.11,5,1.86,8.5
2810,Branch 1,Delhi,Subscriber,Women,Bags,33.57,9,12.08,329.29,02-11-21,10:33,Prepaid,302.1,5,15.11,5.9
2811,Branch 2,Noida,Non-Subscriber,Men,Men Footwear,21.87,7,6.12,166.84,03-11-21,14:38,COD,153.07,5,7.65,6.1
2812,Branch 4,Chennai,Subscriber,Men,Watches,58.76,9,21.15,576.42,04-11-21,18:06,COD,528.83,5,26.44,4.9
2813,Branch 4,Coimbatore,Subscriber,Men,Watches,39.46,4,6.31,172.04,05-11-21,12:52,Prepaid,157.83,5,7.89,6.4
2814,Branch 2,Chennai,Subscriber,Men,Men Footwear,30.95,1,1.24,33.73,06-11-21,14:00,COD,30.95,5,1.55,5.9
2815,Branch 3,Chennai,Non-Subscriber,Men,Men Footwear,37.11,7,10.39,283.16,07-11-21,10:57,COD,259.78,5,12.99,4.9
2816,Branch 4,Bhilwara,Subscriber,Men,Watches,29.19,7,8.17,222.74,08-11-21,16:45,COD,204.35,5,10.22,4.9
2817,Branch 2,Howrah,Non-Subscriber,Men,Men Footwear,29.19,6,7.01,190.92,09-11-21,11:15,COD,175.16,5,8.76,9.1
2818,Branch 3,Ghaziabad,Subscriber,Men,Men Footwear,38.29,7,10.72,292.15,10-11-21,20:29,COD,268.03,5,13.4,9.5
2819,Branch 1,Faridabad,Non-Subscriber,Women,Women Apparel,32.96,3,3.96,107.79,11-11-21,20:03,Prepaid,98.89,5,4.94,8.3
2820,Branch 2,Ghaziabad,Subscriber,Men,Sports Equipment,29.19,4,4.67,127.28,12-11-21,14:35,COD,116.77,5,5.84,5.9
2821,Branch 3,Delhi,Non-Subscriber,Men,Men Footwear,36.28,3,4.35,118.65,13-11-21,16:32,COD,108.85,5,5.44,6.6
2822,Branch 1,New Delhi,Subscriber,Women,Bags,26.73,1,1.07,29.13,14-11-21,10:10,COD,26.73,5,1.34,4
2823,Branch 4,Hyderabad,Subscriber,Men,Watches,32.75,1,1.31,35.7,15-11-21,14:15,Prepaid,32.75,5,1.64,5.8
2824,Branch 3,Coimbatore,Subscriber,Men,Men Footwear,25.94,2,2.08,56.55,16-11-21,10:05,COD,51.88,5,2.59,8.6
2825,Branch 1,Bangalore,Non-Subscriber,Women,Women Apparel,32.99,6,7.92,215.79,17-11-21,11:36,Prepaid,197.97,5,9.9,4.4
2826,Branch 2,Chennai,Subscriber,Men,Sports Equipment,29.19,3,3.5,95.46,18-11-21,18:15,COD,87.58,5,4.38,6.5
2827,Branch 3,Bhilwara,Subscriber,Women,Women Footwear,24.68,8,7.9,215.19,19-11-21,13:53,COD,197.42,5,9.87,7.6
2828,Branch 1,Kolkata,Subscriber,Men,Men Footwear,30.68,2,2.45,66.89,20-11-21,18:37,COD,61.37,5,3.07,8.4
2829,Branch 2,Gurgaon,Non-Subscriber,Men,Men Footwear,32.11,9,11.56,315.03,21-11-21,18:27,COD,289.02,5,14.45,5.1
2830,Branch 4,Delhi,Subscriber,Men,Watches,38.45,9,13.84,377.16,22-11-21,14:42,Prepaid,346.02,5,17.3,4.2
2831,Branch 1,Noida,Subscriber,Women,Watches,21.87,7,6.12,166.84,23-11-21,17:43,COD,153.07,5,7.65,7.5
2832,Branch 2,Lucknow,Subscriber,Women,Watches,37.11,3,4.45,121.35,24-11-21,18:37,COD,111.33,5,5.57,9.4
2833,Branch 3,Delhi,Subscriber,Women,Sunglasses,38.29,7,10.72,292.16,25-11-21,16:34,COD,268.04,5,13.4,4
2834,Branch 4,Hyderabad,Subscriber,Men,Watches,28.03,1,1.12,30.56,26-11-21,14:42,COD,28.03,5,1.4,9.1
2835,Branch 2,Bangalore,Subscriber,Women,Women Footwear,32.96,6,7.91,215.57,27-11-21,11:01,COD,197.78,5,9.89,5.3
2836,Branch 4,Madurai,Subscriber,Men,Watches,26.67,1,1.07,29.07,28-11-21,19:44,COD,26.67,5,1.33,5.7
2837,Branch 1,Chennai,Non-Subscriber,Men,Men Footwear,32.1,4,5.14,139.97,29-11-21,13:34,COD,128.41,5,6.42,5.5
2838,Branch 2,Mumbai,Subscriber,Women,Jewellery,30.48,5,6.1,166.09,30-11-21,20:08,Prepaid,152.38,5,7.62,5
2839,Branch 3,Kolkata,Subscriber,Women,Watches,29.11,9,10.48,285.61,01-12-21,15:01,COD,262.03,5,13.1,5.7
2840,Branch 1,Gurgaon,Subscriber,Men,Men Footwear,30.95,5,6.19,168.65,02-12-21,11:40,COD,154.73,5,7.74,4.9
2841,Branch 2,Patiala,Subscriber,Unisex,Sunglasses,38.29,2,3.06,83.47,03-12-21,15:21,COD,76.58,5,3.83,7.8
2842,Branch 4,Delhi,Subscriber,Men,Watches,27.21,1,1.09,29.65,04-12-21,17:38,Prepaid,27.21,5,1.36,5.9
2843,Branch 1,Delhi,Non-Subscriber,Men,Men Footwear,29.19,1,1.17,31.82,05-12-21,16:16,COD,29.19,5,1.46,4.9
2844,Branch 2,Noida,Subscriber,Women,Women Apparel,41.88,1,1.68,45.65,06-12-21,18:15,Prepaid,41.88,5,2.09,8.8
2845,Branch 3,Chennai,Non-Subscriber,Women,Women Apparel,63.86,1,2.55,69.61,07-12-21,12:43,COD,63.86,5,3.19,5.8
2846,Branch 1,Bangalore,Subscriber,Men,Men Footwear,22.96,2,1.84,50.04,08-12-21,11:32,Prepaid,45.91,5,2.3,5.8
2847,Branch 2,Madurai,Non-Subscriber,Men,Men Footwear,33.21,1,1.33,36.2,09-12-21,18:08,COD,33.21,5,1.66,9.6
2848,Branch 3,Bangalore,Subscriber,Men,Men Footwear,31.7,1,1.27,34.55,10-12-21,17:08,COD,31.7,5,1.59,8.5
2849,Branch 1,Jaipur,Non-Subscriber,Men,Men Footwear,32.99,8,10.56,287.71,11-12-21,19:38,COD,263.96,5,13.2,3.9
2850,Branch 2,Kolkata,Subscriber,Men,Men Footwear,25.9,5,5.18,141.13,12-12-21,13:11,Prepaid,129.48,5,6.47,4.1
2851,Branch 4,Faridabad,Subscriber,Men,Watches,29.34,1,1.17,31.98,13-12-21,11:05,COD,29.34,5,1.47,9.1
2852,Branch 1,Lucknow,Subscriber,Women,Watches,33.83,1,1.35,36.88,14-12-21,10:12,Prepaid,33.83,5,1.69,9.1
2853,Branch 2,Noida,Non-Subscriber,Men,Men Footwear,31.7,6,7.61,207.33,15-12-21,15:42,COD,190.21,5,9.51,4.9
2854,Branch 3,Delhi,Subscriber,Women,Women Footwear,32.1,9,11.56,314.93,16-12-21,11:58,COD,288.93,5,14.45,10
2855,Branch 1,Noida,Non-Subscriber,Unisex,Sports Equipment,27.5,4,4.4,119.9,17-12-21,14:21,COD,110,5,5.5,8.7
2856,Branch 2,Coimbatore,Subscriber,Men,Men Footwear,24.92,8,7.98,217.33,18-12-21,10:52,COD,199.39,5,9.97,4.1
2857,Branch 3,Hyderabad,Subscriber,Women,Watches,38.45,7,10.76,293.35,19-12-21,19:31,COD,269.12,5,13.46,6.2
2858,Branch 4,Chennai,Subscriber,Men,Watches,24.72,3,2.97,80.84,20-12-21,18:35,COD,74.17,5,3.71,8.1
2859,Branch 2,Chennai,Subscriber,Unisex,Bags,18.99,5,3.8,103.5,21-12-21,13:51,COD,94.95,5,4.75,5
2860,Branch 3,Jaipur,Subscriber,Unisex,Sunglasses,38.94,8,12.46,339.57,22-12-21,12:35,COD,311.53,5,15.58,4.9
2861,Branch 4,Hooghly,Subscriber,Men,Watches,29.39,1,1.18,32.03,23-12-21,13:24,COD,29.39,5,1.47,6.9
2862,Branch 2,Lucknow,Subscriber,Women,Women Footwear,24.68,1,0.99,26.9,24-12-21,18:06,COD,24.68,5,1.23,7.7
